Player,Total_Titles,Total_Titles_Text,GS,GS_Text,ATP1000,ATP Finale,Olympics,ATP1000+Finale,ATP1000+Finale_Text,WR,W,Matches
Quentin Halys,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5526717557251909,362,655
Matwe Middelkoop,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5679012345679012,368,648
Gianluca Mager,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5538461538461539,360,650
Luke Saville,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5517774343122102,357,647
Bjorn Fratangelo,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5887850467289719,378,642
Laslo Djere,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.578125,370,640
Kaichi Uchida,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5007541478129713,332,663
Tom Okker,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.7008064516129032,869,1240
Attila Balazs,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6682539682539682,421,630
Zdenek Kolar,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5419254658385093,349,644
Denys Molchanov,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5700787401574803,362,635
Joao Domingues,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5348101265822784,338,632
Hugo Grenier,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5633802816901409,360,639
Andrey Kuznetsov,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6032,377,625
Daniel Masur,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5729984301412873,365,637
Maxime Janvier,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5030959752321982,325,646
Oscar Otte,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5826645264847512,363,623
Alexandre Muller,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5772230889235569,370,641
Yoshihito Nishioka,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6021840873634945,386,641
Nicolas Jarry,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.60625,388,640
Sekou Bangoura,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5182829888712241,326,629
Alex Bolt,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5748031496062992,365,635
Guilherme Clezar,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5199362041467305,326,627
Bernabe Zapata Miralles,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5417322834645669,344,635
Shuichi Sekiguchi,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5933014354066986,372,627
Ruben Ramirez Hidalgo,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5659163987138264,704,1244
Martin Cuevas,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5489566613162119,342,623
Ze Zhang,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5707395498392283,355,622
Gleb Sakharov,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6,375,625
Benjamin Bonzi,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5927099841521395,374,631
Maximilian Marterer,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5821371610845295,365,627
Karim Mohamed Maamoun,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6301587301587301,397,630
Daniel Elahi Galan,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.550561797752809,343,623
Juan Pablo Varillas,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5843949044585988,367,628
Karen Khachanov,1,0 + 1 + 0 + 0,0,0 + 0 + 0 + 0,1,0,0,1,1 + 0,0.5987261146496815,376,628
Gonzalo Lama,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.560064935064935,345,616
Marco Bortolotti,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5073170731707317,312,615
Antoine Hoang,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5705024311183144,352,617
Cristian Garin,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.580542264752791,364,627
Darian King,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6302931596091205,387,614
Nino Serdarusic,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5377207062600321,335,623
Aisam Ul Haq Qureshi,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5902192242833052,350,593
Marcelo Arevalo,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.570957095709571,346,606
Aleksandr Nedovyesov,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5487603305785124,332,605
Takuto Niki,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5695364238410596,344,604
Federico Zeballos,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5115894039735099,309,604
Joris De Loore,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6382978723404256,390,611
Jaume Munar,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5811688311688312,358,616
Gonzalo Villanueva,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5358306188925082,329,614
Tomas Lipovsek Puches,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5396290050590219,320,593
David Marrero,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5371621621621622,318,592
Nikola Milojevic,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5919055649241147,351,593
Pedro Sakamoto,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5503355704697986,328,596
Pol Toledo Bague,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5680272108843537,334,588
Sebastian Ofner,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5661641541038526,338,597
Marcos Giron,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5570698466780238,327,587
Jerzy Janowicz,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6078767123287672,355,584
Fernando Romboli,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5572649572649573,326,585
Vishnu Vardhan,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5780445969125214,337,583
Andre Agassi,27,8 + 17 + 1 + 1,8,4 + 1 + 1 + 2,17,1,1,18,17 + 1,0.7607204116638079,887,1166
Tommy Paul,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.627147766323024,365,582
Sasi Kumar Mukund,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5117845117845118,304,594
Jason Kubler,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6475694444444444,373,576
Carlos Taberner,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5844594594594594,346,592
Matias Franco Descotte,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5511945392491467,323,586
Lucas Pouille,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5799319727891157,341,588
Calvin Hemery,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5755517826825127,339,589
Taylor Fritz,1,0 + 1 + 0 + 0,0,0 + 0 + 0 + 0,1,0,0,1,1 + 0,0.6169491525423729,364,590
Tiago Lopes,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5410122164048866,310,573
Manuel Orantes,1,1 + 0 + 0 + 0,1,0 + 0 + 0 + 1,0,0,0,0,0 + 0,0.7012302284710018,798,1138
Maximiliano Estevez,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6013986013986014,344,572
Ilya Ivashka,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5796064400715564,324,559
Christopher Oconnell,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6096718480138169,353,579
Jan Choinski,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5859106529209622,341,582
Stefano Napolitano,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5412371134020618,315,582
Marty Riessen,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6417112299465241,720,1122
Viktor Durasovic,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5213675213675214,305,585
Nicolas Kicker,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5880281690140845,334,568
Pedja Krstin,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.526595744680851,297,564
Jack Sock,1,0 + 1 + 0 + 0,0,0 + 0 + 0 + 0,1,0,0,1,1 + 0,0.5656028368794326,319,564
Laurent Lokoli,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5933098591549296,337,568
Vladyslav Manafov,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5921985815602837,334,564
Alexis Musialek,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5709219858156028,322,564
Lorenzo Sonego,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5501730103806228,318,578
Hubert Hurkacz,2,0 + 2 + 0 + 0,0,0 + 0 + 0 + 0,2,0,0,2,2 + 0,0.6275862068965518,364,580
Mats Moraing,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5739750445632799,322,561
Tomas Berdych,1,0 + 1 + 0 + 0,0,0 + 0 + 0 + 0,1,0,0,1,1 + 0,0.6595555555555556,742,1125
Ivo Karlovic,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5484162895927602,606,1105
Alexander Bublik,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.562390158172232,320,569
Frances Tiafoe,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5771929824561404,329,570
Lloyd Harris,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6418439716312057,362,564
Benjamin Lock,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5741379310344827,333,580
John Mcenroe,7,7 + 0 + 0 + 0,7,0 + 3 + 0 + 4,0,0,0,0,0 + 0,0.8122192273135669,904,1113
Mikhail Youzhny,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5674460431654677,631,1112
Cheong Eui Kim,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5709156193895871,318,557
Francesco Vilardo,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.4542190305206463,253,557
Fabrice Santoro,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5435759209344115,605,1113
Carlos Berlocq,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5888187556357078,653,1109
Daniel Altmaier,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5896980461811723,332,563
Tony Roche,1,1 + 0 + 0 + 0,1,0 + 0 + 1 + 0,0,0,0,0,0 + 0,0.7026777469990766,761,1083
Duck Hee Lee,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5714285714285714,320,560
Casper Ruud,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6423611111111112,370,576
Altug Celikbilek,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5577264653641207,314,563
Marc Polmans,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5457875457875457,298,546
Guillermo Garcia Lopez,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5177757520510483,568,1097
Juan Pablo Ficovich,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5441696113074205,308,566
Nerman Fatic,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5663082437275986,316,558
Tallon Griekspoor,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6175942549371634,344,557
Roman Safiullin,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6558558558558558,364,555
David Pichler,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5415162454873647,300,554
Yannick Hanfmann,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5763636363636364,317,550
Kamil Majchrzak,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6348920863309353,353,556
Yan Bai,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6241007194244604,347,556
Borna Coric,1,0 + 1 + 0 + 0,0,0 + 0 + 0 + 0,1,0,0,1,1 + 0,0.5845588235294118,318,544
Corentin Denolly,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6162162162162163,342,555
Filippo Volandri,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5626168224299065,602,1070
Yen Hsun Lu,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6053853296193129,652,1077
Tak Khunn Wang,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5703703703703704,308,540
Cameron Norrie,1,0 + 1 + 0 + 0,0,0 + 0 + 0 + 0,1,0,0,1,1 + 0,0.6102941176470589,332,544
Javier Marti,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6252319109461967,337,539
Stefan Edberg,11,6 + 4 + 0 + 1,6,2 + 2 + 0 + 2,4,0,1,4,4 + 0,0.7465181058495822,804,1077
Michael Geerts,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5418181818181819,298,550
Enzo Couacaud,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6047794117647058,329,544
Sebastian Fanselow,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5956678700361011,330,554
John Alexander,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5812206572769953,619,1065
Ti Chen,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5861423220973783,626,1068
Albert Montanes,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5452830188679245,578,1060
Vit Kopriva,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5798165137614679,316,545
Elmar Ejupovic,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5378927911275416,291,541
Cedrik Marcel Stebe,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5819209039548022,309,531
Marcel Granollers,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5653809971777987,601,1063
Jan Mertl,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5661625708884688,599,1058
Jelle Sels,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5374771480804388,294,547
Daniel Gimeno Traver,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.556710775047259,589,1058
Yannick Maden,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5881226053639846,307,522
Brian Gottfried,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6789168278529981,702,1034
Franco Agamenone,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5418994413407822,291,537
Dominik Hrbaty,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5642245480494766,593,1051
Jules Marie,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6424581005586593,345,537
Kyle Edmund,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5939849624060151,316,532
Andres Gimeno,1,1 + 0 + 0 + 0,1,0 + 0 + 1 + 0,0,0,0,0,0 + 0,0.6173688736027515,718,1163
Lucas Miedler,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5844402277039848,308,527
Jeremy Jahn,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5506692160611855,288,523
Eduard Esteve Lobato,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5651340996168582,295,522
Carlos Gomez Herrera,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5431861804222649,283,521
N Sriram Balaji,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.573076923076923,298,520
Geoffrey Blancaneaux,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5438931297709924,285,524
Juan Ignacio Galarza,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5786407766990291,298,515
Vaclav Safranek,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5503875968992248,284,516
Jan Satral,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5891472868217055,304,516
Prajnesh Gunneswaran,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.587426326129666,299,509
Nicolas Mahut,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.555229716520039,568,1023
Fred Stolle,2,2 + 0 + 0 + 0,2,0 + 0 + 1 + 1,0,0,0,0,0 + 0,0.6498091603053435,681,1048
Alex De Minaur,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6280834914611005,331,527
Lucas Catarina,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5911708253358925,308,521
Roger Taylor,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5829195630585898,587,1007
Oscar Jose Gutierrez,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5153256704980843,269,522
Sumit Nagal,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5988372093023255,309,516
Alexander Lazov,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6125244618395304,313,511
Jarkko Nieminen,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5754245754245755,576,1001
John Patrick Smith,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5235294117647059,267,510
Aziz Dougaz,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6060037523452158,323,533
Matias Zukas,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5669291338582677,288,508
Rainer Schuettler,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5350444225074038,542,1013
Manuel Santana,5,4 + 0 + 0 + 1,4,0 + 1 + 2 + 1,0,0,1,0,0 + 0,0.7868696479543292,827,1051
David Guez,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6105054509415263,616,1009
Radek Stepanek,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5917525773195876,574,970
Mariano Kestelboim,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5783365570599613,299,517
Ernesto Escobedo,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5538461538461539,288,520
Stefan Kozlov,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5470249520153551,285,521
Michael Chang,8,1 + 7 + 0 + 0,1,0 + 0 + 1 + 0,7,0,0,7,7 + 0,0.6782178217821783,685,1010
Jan Kodes,3,3 + 0 + 0 + 0,3,0 + 1 + 2 + 0,0,0,0,0,0 + 0,0.603585657370518,606,1004
Roberto Quiroz,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5118577075098815,259,506
Tobias Simon,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5188118811881188,262,505
Yuki Bhambri,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6481113320079522,326,503
Carlos Moya,4,1 + 3 + 0 + 0,1,0 + 0 + 1 + 0,3,0,0,3,3 + 0,0.6461232604373758,650,1006
Cliff Richey,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6959183673469388,682,980
Nikolay Davydenko,4,0 + 3 + 1 + 0,0,0 + 0 + 0 + 0,3,1,0,4,3 + 1,0.6002004008016032,599,998
Alexey Kedryuk,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5814889336016097,289,497
Pete Sampras,30,14 + 11 + 5 + 0,14,2 + 7 + 0 + 5,11,5,0,16,11 + 5,0.767,767,1000
Jaime Fillol,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2727272727272727,6,22
Mackenzie Mcdonald,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5421686746987951,270,498
Michael Russell,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5783505154639176,561,970
Tomas Barrios Vera,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.614,307,500
Frederico Gil,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5814889336016097,578,994
Dustin Brown,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5479313824419778,543,991
Alessio Di Mauro,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.581039755351682,570,981
Yevgeny Kafelnikov,3,2 + 0 + 0 + 1,2,1 + 0 + 1 + 0,0,0,1,0,0 + 0,0.6670030272452069,661,991
Evan King,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5141700404858299,254,494
Thomas Muster,8,1 + 7 + 0 + 0,1,0 + 0 + 1 + 0,7,0,0,7,7 + 0,0.6835699797160243,674,986
Bogdan Bobrov,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5489021956087824,275,501
Michael Mmoh,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5784114052953157,284,491
Artem Sitak,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.524390243902439,258,492
Sidharth Rawat,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5213849287169042,256,491
Roman Jebavy,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5646817248459959,275,487
Ugo Humbert,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6004016064257028,299,498
Felix Auger Aliassime,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.621031746031746,313,504
David Poljak,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5182926829268293,255,492
Ranjeet Virali Murugesan,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5204918032786885,254,488
Tommy Haas,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6225641025641026,607,975
Vincent Spadea,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5211558307533539,505,969
Harold Solomon,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6332288401253918,606,957
